Operating System,Percentage
Raspberry Pi OS (32-bit),46.25%
Raspberry Pi OS (other),24.47%
Ubuntu,12.90%
RetroPie,5.53%
Recalbox,4.04%
LibreELEC,3.22%
Misc utility images,2.53%
RISC OS Pi,0.96%
TLXOS,0.09%
