Image,Percentage
Raspberry Pi OS (32-bit),46.96%
Raspberry Pi OS Lite (32-bit),15.08%
Raspberry Pi OS Full (32-bit),9.26%
Ubuntu Desktop 20.10 (RPi 4/400),5.39%
RetroPie 4.7.1 (RPI 4/400),3.02%
Ubuntu Server 20.04.1 LTS (RPi 3/4),2.44%
Raspberry Pi 4 EEPROM boot recovery,2.21%
Recalbox 7.1.1-Reloaded (Pi 3),2.08%
Recalbox 7.1.1-Reloaded (Pi 4/Pi 400),2.03%
RetroPie 4.7.1 (RPI 2/3),2.02%
Ubuntu Server 20.10 (RPi 3/4/400),1.79%
LibreELEC (RPi4),1.61%
LibreELEC (RPi2/RPi3),1.46%
RetroPie 4.7.1 (RPI 1/Zero),0.88%
Ubuntu Server 20.10 (RPi 2/3/4/400),0.81%
RISC OS (5.28),0.79%
Ubuntu Server 20.04.1 LTS (RPi 2/3/4),0.55%
Ubuntu Core 18 (RPi 3/4),0.42%
Recalbox 7.1.1-Reloaded (Pi 0/1/GPI Case),0.30%
Recalbox 7.1.1-Reloaded (Pi 2),0.29%
LibreELEC (RPi0/RPi1),0.27%
Ubuntu Core 18 (RPi 2/3/4),0.25%
TLXOS RPi 4.9.2 (latest),0.09%
TLXOS RPi 4.8.0 (LTS),0.01%
